EURUSD,20200101,11208.4,11221.4,11205.4,11218.6,623
EURUSD,20200102,11218.7,11224.4,11163.3,11170.6,953
EURUSD,20200103,11170.7,11179.7,11124.8,11156.9,105
EURUSD,20200105,11154.6,11167.5,11154.2,11160.4,811
EURUSD,20200106,11160.3,11205.4,11157.0,11195.3,892
EURUSD,20200107,11195.1,11196.9,11133.3,11153.9,108
EURUSD,20200108,11153.8,11167.9,11101.0,11112.7,136
EURUSD,20200109,11112.8,11120.2,11092.3,11109.1,902
EURUSD,20200110,11109.0,11129.0,11084.8,11118.3,811
EURUSD,20200112,11114.8,11120.3,11109.4,11116.1,478
EURUSD,20200113,11115.7,11146.7,11112.3,11134.2,743
EURUSD,20200114,11134.3,11144.3,11104.1,11127.4,809
EURUSD,20200115,11127.5,11163.2,11118.3,11152.2,761
EURUSD,20200116,11152.3,11172.1,11127.3,11136.8,762
EURUSD,20200117,11136.5,11142.4,11086.0,11088.7,695
EURUSD,20200119,11088.3,11094.5,11078.1,11094.4,676
EURUSD,20200120,11093.9,11102.2,11076.4,11096.0,631
EURUSD,20200121,11096.1,11117.7,11080.5,11084.8,831
EURUSD,20200122,11085.0,11098.2,11069.9,11095.6,824
EURUSD,20200123,11095.5,11108.5,11036.1,11055.1,984
EURUSD,20200124,11055.0,11061.1,11018.6,11022.1,808
EURUSD,20200126,11028.4,11035.5,11021.0,11024.3,167
EURUSD,20200127,11024.2,11037.4,11009.4,11019.1,804
EURUSD,20200128,11019.0,11025.0,10997.6,11021.9,671
EURUSD,20200129,11022.0,11027.4,10992.1,11013.6,694
EURUSD,20200130,11013.3,11039.1,11006.6,11028.3,878
EURUSD,20200131,11028.2,11095.6,11016.6,11095.0,941
EURUSD,20200202,11080.9,11094.0,11078.7,11088.7,891
EURUSD,20200203,11088.4,11088.5,11034.4,11062.1,912
EURUSD,20200204,11061.9,11063.9,11032.6,11044.3,801
EURUSD,20200205,11044.2,11047.6,10993.4,11000.2,812
EURUSD,20200206,11000.5,11013.6,10964.0,10980.5,737
EURUSD,20200207,10980.4,10984.8,10941.6,10943.3,820
EURUSD,20200209,10942.3,10950.3,10940.5,10949.0,589
EURUSD,20200210,10948.7,10957.3,10907.4,10909.9,709
EURUSD,20200211,10910.0,10924.6,10890.9,10918.8,835
EURUSD,20200212,10918.7,10925.4,10864.9,10875.4,978
EURUSD,20200213,10875.3,10888.6,10833.7,10841.2,922
EURUSD,20200214,10841.1,10861.0,10826.8,10829.9,788
EURUSD,20200216,10840.2,10842.6,10834.0,10840.9,939
EURUSD,20200217,10841.1,10850.8,10828.9,10836.3,706
EURUSD,20200218,10836.4,10837.1,10785.1,10794.6,987
EURUSD,20200219,10794.7,10811.5,10781.7,10809.4,921
EURUSD,20200220,10809.6,10820.9,10777.4,10787.3,119
EURUSD,20200221,10787.6,10863.2,10786.8,10847.0,109
EURUSD,20200223,10824.9,10841.7,10807.3,10838.2,177
EURUSD,20200224,10838.3,10871.7,10804.7,10848.3,152
EURUSD,20200225,10848.4,10890.0,10829.8,10879.3,148
EURUSD,20200226,10879.4,10908.5,10854.6,10886.0,151
EURUSD,20200227,10886.3,11006.1,10884.4,10996.1,180
EURUSD,20200228,10996.2,11052.8,10950.6,11024.6,212
EURUSD,20200301,11044.8,11073.5,11037.8,11051.3,155
EURUSD,20200302,11051.7,11184.4,11035.9,11144.0,236
EURUSD,20200303,11143.5,11213.0,11095.0,11176.2,220
EURUSD,20200304,11176.1,11187.1,11095.2,11137.9,134
EURUSD,20200305,11138.0,11244.6,11119.2,11222.1,136
EURUSD,20200306,11222.2,11354.5,11211.1,11286.8,172
EURUSD,20200308,11348.8,11396.0,11332.9,11387.3,319
EURUSD,20200309,11387.4,11493.9,11355.7,11398.9,292
EURUSD,20200310,11398.8,11424.8,11274.6,11313.6,208
EURUSD,20200311,11313.9,11366.6,11248.9,11261.1,158
EURUSD,20200312,11261.0,11333.1,11055.2,11182.1,226
EURUSD,20200313,11182.2,11221.1,11054.7,11102.4,230
EURUSD,20200315,11064.3,11198.7,11061.5,11155.1,323
EURUSD,20200316,11155.5,11236.1,11084.0,11163.1,271
EURUSD,20200317,11161.8,11188.9,10954.8,11015.9,237
EURUSD,20200318,11015.7,11044.8,10801.6,10941.9,259
EURUSD,20200319,10942.9,10949.0,10652.7,10654.0,294
EURUSD,20200320,10653.9,10830.7,10637.0,10698.2,274
EURUSD,20200322,10703.1,10703.8,10634.8,10688.4,258
EURUSD,20200323,10688.3,10827.1,10657.4,10763.1,280
EURUSD,20200324,10762.9,10887.7,10745.6,10797.7,260
EURUSD,20200325,10798.0,10893.5,10759.9,10888.1,268
EURUSD,20200326,10888.0,11058.3,10874.1,11047.3,293
EURUSD,20200327,11047.0,11147.0,10953.0,11133.7,271
EURUSD,20200329,11124.6,11130.0,11103.5,11109.4,131
EURUSD,20200330,11109.3,11143.8,11009.9,11041.3,233
EURUSD,20200331,11041.2,11042.5,10926.3,11022.4,266
EURUSD,20200401,11023.2,11036.9,10902.4,10955.5,212
EURUSD,20200402,10955.1,10964.2,10820.3,10849.8,200
EURUSD,20200403,10849.2,10855.1,10772.5,10803.1,163
EURUSD,20200405,10814.1,10820.7,10801.0,10817.3,129
EURUSD,20200406,10817.4,10835.3,10767.9,10784.6,172
EURUSD,20200407,10784.7,10924.7,10784.2,10891.9,161
EURUSD,20200408,10892.1,10901.8,10829.6,10858.7,141
EURUSD,20200409,10858.8,10951.6,10840.8,10926.0,143
EURUSD,20200410,10926.6,10951.2,10917.3,10934.5,179
EURUSD,20200412,10938.2,10949.3,10929.8,10936.2,851
EURUSD,20200413,10936.3,10967.7,10892.4,10914.6,121
EURUSD,20200414,10914.7,10990.3,10914.4,10983.3,124
EURUSD,20200415,10983.2,10987.8,10856.3,10901.6,117
EURUSD,20200416,10901.5,10907.1,10816.3,10860.3,144
EURUSD,20200417,10860.4,10892.2,10811.8,10870.7,127
EURUSD,20200419,10865.0,10875.1,10860.8,10867.0,930
EURUSD,20200420,10865.1,10896.4,10841.0,10864.0,120
EURUSD,20200421,10864.1,10880.0,10816.1,10853.3,126
EURUSD,20200422,10854.1,10884.9,10803.0,10822.9,975
EURUSD,20200423,10823.0,10846.5,10755.8,10779.4,128
EURUSD,20200424,10779.5,10829.1,10726.8,10821.4,105
EURUSD,20200426,10821.8,10823.5,10813.2,10816.0,866
EURUSD,20200427,10816.2,10859.9,10811.1,10828.4,103
EURUSD,20200428,10828.5,10888.3,10809.4,10825.1,101
EURUSD,20200429,10824.8,10885.3,10823.5,10874.8,112
